ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_2171,CASTANEA CRENATA SHELL EXTRACT,717504,1,1,1,Castanea Crenata Shell Extract is an extract of the shell of Castanea crenata.,LOW,LOW,LOW,LOW
I_2172,HESPERIDIN METHYL CHALCONE,702831,1,1,1,,LOW,LOW,LOW,LOW
I_2173,CITRUS AURANTIUM BERGAMIA (BERGAMOT),717911,1,1,1,,LOW,LOW,LOW,LOW
I_2174,BUMETRIZOLE,700836,2,2,2,,LOW,LOW,LOW,LOW
I_2175,ACID RED 184,705974,1,1,1,Acid Red 184 is classed chemically as a monoazo color.,LOW,LOW,LOW,LOW
I_2176,COCODIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN,701544,1,1,1,Cocodimonium Hydroxypropyl Hydrolyzed Keratin is a quaternary ammonium chloride.,LOW,LOW,LOW,LOW
I_2177,FICUS CARICA (FIG) EXTRACT,702475,8,8,8,"According to the The <i>International Nomenclature of Cosmetic Ingredients (INCI) definition</i>, â??�Ficus Carica (Fig) Extractâ???is an extract of the fruit and leaves of the fig, Ficus carica. See 'Regulatory and Ingredient Use Information,' regarding the labeling names for botanical ingredients in INCI Volume 1, Introduction, Part A. The immunotoxicity concerns as well as restrictions and warnings apply specifically to fig (Ficus carica) leaf, fresh and preparations.",LOW,HIGH,LOW,HIGH
I_2178,VITAMIN E SUCCINATE,706907,1,1,1,Tocopheryl Succinate is an ester of Tocopherol (q.v.) and succinic acid.,LOW,LOW,LOW,LOW
I_2179,CELLULOSE ACETATE BUTYRATE,717527,1,1,1,Cellulose Acetate Butyrate is a butyric acid ester of a partially acetylated cellulose.,LOW,LOW,LOW,LOW
I_2180,CITRUS AURANTIUM AMARA (BITTER ORANGE) FLOWER WATER,717908,1_3,1,3,Citrus Aurantium Amara (Bitter Orange) Flower Water is an aqueous solution of the steamdistillate obtained from the flowers of Citrus Aurantium Amara.,LOW,LOW,LOW,MODERATE
I_2181,MEDICAGO SATIVA (ALFALFA) SEED POWDER,720550,1,1,1,"Medicago Sativa (Alfalfa) Seed Powder is a powder derived from crushed alfalfa seeds, Medicago sativa.",LOW,LOW,LOW,LOW
I_2182,CLAY MINERALS,701494,4,4,4,,LOW,LOW,LOW,LOW
I_2183,ZEA MAYS (CORN) KERNEL MEAL,707048,1,1,1,Zea Mays (Corn) Kernel Meal is a coarse flour prepared by milling the kernels of Zea mays.,LOW,LOW,LOW,LOW
I_2184,COFFEA ARABIC (COFFEE) LEAF/SEED EXTRACT,862938,1_2,1,2,,LOW,MODERATE,LOW,LOW
I_2185,CAMELLIA JAPONICA (JAPANESE CALMELLIA) LEAF EXTRACT,701012,1,1,1,Camellia Japonica Leaf Extract is an extract of the leaves of Camellia japonica.,LOW,LOW,LOW,LOW
I_2186,TILIA CORDATA (LINDEN) EXTRACT,706552,1,1,1,"Tilia Cordata Extract is an extract of the whole plant, Tilia cordata.",LOW,LOW,LOW,LOW
I_2187,TERPINEOL,724447,3,3,3,Terpineol is a mixture of the isomers of the organic compound.,LOW,HIGH,LOW,LOW
I_2188,DAUCUS CAROTA SATIVA (CARROT) ROOT,701856,1,1,1,Daucus Carota Sativa (Carrot) Root is a plant material derived from the roots of Daucuscarota sativa.,LOW,LOW,LOW,LOW
I_2189,ETHYLHEXYL COCOATE,702337,1,1,1,Ethylhexyl Cocoate is an ester of 2-ethylhexanol and Coconut Acid (q.v.).,LOW,LOW,LOW,LOW
I_2190,STEARAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,706293,1,1,1,Stearamidopropyl PG-Dimonium Chloride Phosphate is a quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_2191,QUATERNIUM-12,705476,2_4,2,4,Didecyldimonium Chloride is a quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_2192,VEGETABLE GUM/ GLYCERIN EXTRACT,706853,1,1,1,,LOW,LOW,LOW,LOW
I_2193,BASIC ORANGE 31,716875,4,4,4,Basic Orange 31 is a hair colorant.,MODERATE,LOW,LOW,HIGH
I_2194,ACRYLATES/ AMMONIUM METHACRYLATE COPOLYMER,700130,1_2,1,2,"Acrylates/Ammonium Methacrylate Copolymer is a copolymer of ammonium methacrylate andone or more monomers of acrylic acid, methacrylic acid or one of their simple esters.",LOW,LOW,LOW,LOW
I_2195,PUERARIA LOBATA (KUDZU) ROOT EXTRACT,705403,1,1,1,,LOW,LOW,LOW,LOW
I_2196,ALGAE/SEAWEED/KELP (species unspecified),716499,1,1,1,Algae is a plant material obtained from various species of Algae.,LOW,LOW,LOW,LOW
I_2197,POLYQUATERNIUM-67,729990,1,1,1,,LOW,LOW,LOW,LOW
I_2198,SCLEROCARYA BIRREA (MARULA) OIL,862313,1,1,1,,LOW,LOW,LOW,LOW
I_2199,CAMELLIA SINENSIS (GREEN TEA) LEAF WATER,701031,1,1,1,Camellia Sinensis Leaf Water is an aqueous solution of the steam distillate obtained from theleaves of Camellia sinensis.,LOW,LOW,LOW,LOW
I_2200,CHERRY,701301,1,1,1,,LOW,LOW,LOW,LOW
I_2201,SODIUM NITRATE,706140,1,1,1,Sodium Nitrate is a sodium salt of nitric acid.,LOW,LOW,LOW,LOW
I_2202,APIGENIN,726763,1,1,1,,LOW,LOW,LOW,LOW
I_2203,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF POWDER,705658,1,1,1,Rosmarinus Officinalis (Rosemary) Leaf Powder is a powder derived from the leaf of Rosmarinus officinalis.,LOW,LOW,LOW,LOW
I_2204,ROYAL JELLY,705665,1_2,1,2,Royal Jelly is a pharyngeal secretion of worker bees.,LOW,MODERATE,LOW,LOW
I_2205,ACRYLIC ACID/ACRYLAMIDOMETHYL PROPANE SULFONIC ACID COPOLYMER,716402,1,1,1,Acrylic Acid/Acrylamidomethyl Propane Sulfonic Acid Copolymer is a copolymer of2-acrylamidomethylpropane sulfonic acid and acrylic acid.,LOW,LOW,LOW,LOW
I_2206,DI-HEMA TRIMETHYLHEXYL DICARBAMATE,718318,4_5,4,5,,LOW,MODERATE,LOW,HIGH
I_2207,C24-28 ALKYLDIMETHYLSILOXY TRIMETHYLSILOXYSILICATE,862601,1,1,1,,LOW,LOW,LOW,LOW
I_2208,SR-HYDROZOAN POLYPEPTIDE-1,862792,1,1,1,,LOW,LOW,LOW,LOW
I_2209,CINNAMOMUM CASSIA (CINNAMON) OIL,701369,3,3,3,,LOW,HIGH,LOW,LOW
I_2210,PEG-6 BEESWAX,704623,3,3,3,PEG-6 Beeswax is a polyethylene glycol derivative of Beeswax (q.v.) with an average of 6moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_2211,ANANAS SATIVUS (PINEAPPLE) FRUIT JUICE,700409,1,1,1,"Ananas Sativus (Pineapple) Fruit Juice is a liquid expressed from the fruit of the pineapple, Ananas sativus.",LOW,LOW,LOW,LOW
I_2212,OPUNTIA COCCINELLIFERA FRUIT EXTRACT,721170,1,1,1,Opuntia Coccinellifera Fruit Extract is an extract of the fruit of Opuntia coccinellifera.,LOW,LOW,LOW,LOW
I_2213,DISTEARETH-75 IPDI,726625,3,3,3,,LOW,LOW,LOW,LOW
I_2214,CYSTEINE,701767,1,1,1,Cysteine is an amino acid.,LOW,LOW,LOW,LOW
I_2215,METHYLHEPTYL ISOSTEARATE,703931,1,1,1,Methylheptyl Isostearate is an ester of caprylic alcohol and isostearic acid.,LOW,LOW,LOW,LOW
I_2216,Acid Violet 43 (Uncertified Ext. D&C Violet No. 2),716353,10,10,10,Acid Violet 43 is classed chemically as an anthraquinone color.,MODERATE,MODERATE,LOW,HIGH
I_2217,ISODONIS JAPONICUS EXTRACT,719939,1,1,1,"Isodonis Japonicus Extract is an extract of the leaves and stalks of the isodonis, Isodonjaponicus.",LOW,LOW,LOW,LOW
I_2218,POLYQUATERNIUM 69,861904,1,1,1,,LOW,LOW,LOW,LOW
I_2219,CARYODENDRON ORINOCENSE (KAHAI) SEED OIL,862533,1,1,1,,LOW,LOW,LOW,LOW
I_2220,ALUMINUM DISTEARATE,700318,2,2,2,Aluminum Distearate is an aluminum salt of stearic acid.,LOW,LOW,LOW,LOW
I_2221,CUCUMIS SATIVUS (CUCUMBER),701702,1,1,1,"Cucumis Sativus (Cucumber) Fruit is a crushed fruit of the cucumber, Cucumis sativus.",LOW,LOW,LOW,LOW
I_2222,GLYCERYL RICINOLEATE,702654,1,1,1,Glyceryl Ricinoleate is a monoester of glycerin and ricinoleic acid.,LOW,LOW,LOW,LOW
I_2223,ORMENIS MULTICAULIS (CHAMOMILE) OIL,704351,1,1,1,Ormenis Multicaulis Oil is a volatile oil obtained from Ormenis multicaulis.,LOW,LOW,LOW,LOW
I_2224,HELIOTROPINE,719440,1,1,1,,LOW,LOW,LOW,LOW
I_2225,HYDROGENATED VEGETABLE GLYCERIDES,719653,1,1,1,"Hydrogenated Vegetable Glycerides is a mixture of hydrogenated mono, di and triglycerides ofVegetable Oil (q.v.).",LOW,LOW,LOW,LOW
I_2226,CARTHAMUS TINCTORIUS OLEOSOMES,729111,1,1,1,,LOW,LOW,LOW,LOW
I_2227,SORBITOL/SEBACIC ACID COPOLYMER BEHENATE,862597,1,1,1,,LOW,LOW,LOW,LOW
I_2228,GOSSYPIUM HERBACEUM (COTTON) EXTRACT,719349,1,1,1,"Gossypium Herbaceum (Cotton) Extract is an extract of cotton, Gossypium herbaceum.",LOW,LOW,LOW,LOW
I_2229,SODIUM SUCCINATE,723934,1,1,1,Sodium Succinate is a sodium salt of succinic acid.,LOW,LOW,LOW,LOW
I_2230,XIMENIA AMERICANA SEED OIL,724872,1,1,1,"Ximenia Americana Seed Oil is a refined, fixed oil obtained from the seeds of Ximeniaamericana.",LOW,LOW,LOW,LOW
I_2231,LENTINUS EDODES (SHIITAKE MUSHROOM) EXTRACT,703526,1,1,1,"Lentinus Edodes Extract is an extract of the shiitake mushroom, Lentinus edodes.",LOW,LOW,LOW,LOW
I_2232,C12-15 PARETH-3,717219,1,1,1,C12-15 Pareth-3 is a polyethylene glycol ether of a mixture of synthetic C12-15 fatty alcoholswith an average of 3 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_2233,ALOE BARBADENSIS (ALOE VERA) LEAF POWDER,700280,1_3,1,3,,MODERATE,LOW,LOW,LOW
I_2234,OLIVE OIL PEG-7 ESTERS,704300,1_3,1,3,Olive Oil PEG-7 Esters is a complex mixture formed from the transesterification of OleaEuropaea (Olive) Oil (q.v.) and PEG-7 (q.v.).,LOW,LOW,LOW,LOW
I_2235,CARAPA GUAIANENSIS SEED OIL,717465,1,1,1,Carapa Guaianensis Seed Oil is a fixed oil expressed from the seeds of Carapaguaianensis.,LOW,LOW,LOW,LOW
I_2236,CUCUMIS SATIVUS (CUCUMBER) SEED EXTRACT,718141,1,1,1,Cucumis Sativus (Cucumber) Seed Extract is an extract of the seeds of Cucumis sativus.,LOW,LOW,LOW,LOW
I_2237,Brassica Oleracea Acephala Leaf Extract,862823,1,1,1,,LOW,LOW,LOW,LOW
I_2238,NONFAT DRY MILK,704144,1,1,1,Nonfat Dry Milk is a solid residue produced by the dehydration of defatted Milk (q.v).,LOW,LOW,LOW,LOW
I_2239,SODIUM METASILICATE,706120,2,2,2,Sodium Metasilicate is an inorganic salt.,LOW,MODERATE,LOW,LOW
I_2240,GERANYL ACETATE,719180,1,1,1,Geranyl Acetate is an ester of Geraniol (q.v.) and acetic acid.,LOW,LOW,LOW,LOW
I_2241,COCOGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE,729175,1,1,1,,LOW,LOW,LOW,LOW
I_2242,ANEMARRHENA ASPHODELOIDES ROOT EXTRACT,716701,1,1,1,Anemarrhena Asphodeloides Root Extract is an extract of the rhizomes of Anemarrhenaasphodeloides.,LOW,LOW,LOW,LOW
I_2243,STEAROXYTRIMETHYLSILANE,706317,1,1,1,Stearoxytrimethylsilane is an organo-silicon compound.,LOW,LOW,LOW,LOW
I_2244,SILICONE QUATERNIUM-22,862134,1,1,1,,LOW,LOW,LOW,LOW
I_2245,POLYVINYL LAURATE,705160,1,1,1,Polyvinyl Laurate is a polyester of Polyvinyl Alcohol (q.v.) and lauric acid.,LOW,LOW,LOW,LOW
I_2246,ISOBUTYL METHYL TETRAHYDROPYRANOL,719901,1,1,1,,LOW,LOW,LOW,LOW
I_2247,GLUCURONIC ACID,702602,1,1,1,Glucuronic Acid is a carbohydrate.,LOW,LOW,LOW,LOW
I_2248,MAGNESIUM CARBONATE HYDROXIDE,703686,1,1,1,Magnesium Carbonate Hydroxide is an inorganic basic carbonate.,LOW,LOW,LOW,LOW
I_2249,QUERCETIN,723223,1,1,1,,LOW,LOW,LOW,LOW
I_2250,GLYCOGEN,702696,1,1,1,Glycogen is a high molecular weight polymer having branched-chain structure composed ofD-Glycopyranose residues. It is distributed through the cell protoplasm.,LOW,LOW,LOW,LOW
I_2251,HYDROLYZED YEAST PROTEIN,703037,1,1,1,"Hydrolyzed Yeast Protein is a hydrolysate of yeast protein derived by acid, enzyme or othermethod of hydrolysis.",LOW,LOW,LOW,LOW
I_2252,"TOLUENE-2,5-DIAMINE",706578,8,8,8,"Toluene-2, 5-Diamine is a substituted aromatic amine.",MODERATE,HIGH,LOW,HIGH
I_2253,"PHENOL, M-(2-(N-PROPYLPHENETHYLAMINO)ETHYL)-, BENZOATE, FUMARATE",804625,1,1,1,,LOW,LOW,LOW,LOW
I_2254,MELALEUCA ALTERNIFOLIA (TEA TREE),703790,1,1,1,"An unspecified preparation from Tea Tree, Melaleuca alternifolia, a shrub native to New Zealand.",LOW,LOW,LOW,LOW
I_2255,PASSIONFLOWER FRUIT EXTRACT,704474,1,1,1,Passiflora Edulis Fruit Extract is an extract of the fruit of Passiflora edulis.,LOW,LOW,LOW,LOW
I_2256,POLYGLYCERIN-6,705003,1,1,1,Polyglycerin-6 is a glycerin polymer containing 6 glycerin units.,LOW,LOW,LOW,LOW
I_2257,SAPINDUS MUKUROSSI FRUIT EXTRACT,723448,1,1,1,"Sapindus Mukurossi Fruit Extract is an extract of the fruit of the soapberry, Sapindusmukurossi.",LOW,LOW,LOW,LOW
I_2258,METHYOXYPROPYLGLUCONAMIDE,861954,1,1,1,,LOW,LOW,LOW,LOW
I_2259,CETYL PHOSPHATE,701279,1,1,1,Cetyl Phosphate is a complex mixture of esters of phosphoric acid and cetyl alcohol.,LOW,LOW,LOW,LOW
I_2260,HYDROXYCITRONELLOL,725586,1,1,1,,LOW,LOW,LOW,LOW
I_2261,MALPIGHIA GLABRA (WEST INDIAN CHERRY) FRUIT EXTRACT,703724,1,1,1,Malpighia Glabra (Acerola) Fruit Extract is an extract of the fruit of Malpighia glabra.,LOW,LOW,LOW,LOW
I_2262,FOENICULUM VULGARE (FENNEL) SEED EXTRACT,719110,1,1,1,Foeniculum Vulgare (Fennel) Seed Extract is an extract of the seeds of Foeniculum vulgare.,LOW,LOW,LOW,LOW
I_2263,POGOSTEMON CABLIN (PATCHOULI) LEAF EXTRACT,722305,1,1,1,"Pogostemon Cablin Leaf Extract is an extract of the leaves of the patchouli, Pogostemoncablin.",LOW,LOW,LOW,LOW
I_2264,POLYGLYCERYL-10 DIOLEATE,705009,1,1,1,Polyglyceryl-10 Dioleate is a diester of oleic acid and Polyglycerin-10 (q.v.).,LOW,LOW,LOW,LOW
I_2265,STARCH,706270,1,1,1,,LOW,LOW,LOW,LOW
I_2266,PEG-9,721947,3,3,3,PEG-9 is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_2267,TOCOPHERYL NICOTINATE,724551,1,1,1,Tocopheryl Nicotinate is an ester of Tocopherol (q.v.) and nicotinic acid.,LOW,LOW,LOW,LOW
I_2268,DILINOLEIC ACID/PROPANEDIOL COPOLYMER,862460,1,1,1,,LOW,LOW,LOW,LOW
I_2269,XYLITYL SESQUICAPRYLATE,862616,1,1,1,,LOW,LOW,LOW,LOW
I_2270,DIOCTYL SODIUM SULFOSUCCINATE,702082,1,1,1,Diethylhexyl Sodium Sulfosuccinate is a sodium salt of the diester of 2-ethylhexyl alcoholand sulfosuccinic acid.,LOW,LOW,LOW,LOW
I_2271,LACTOBIONIC ACID,703359,1,1,1,Lactobionic Acid is an organic acid.,LOW,LOW,LOW,LOW
I_2272,MICROCOCCUS LYSATE,703955,1,1,1,Micrococcus Lysate is an end product of the controlled lysis of various species ofMicrococcus.,LOW,LOW,LOW,LOW
I_2273,NEOPENTYL GLYCOL DICAPRATE,704115,1,1,1,Neopentyl Glycol Dicaprate is a diester of neopentyl glycol and decanoic acid.,LOW,LOW,LOW,LOW
I_2274,POTASSIUM LAURATE,705208,1,1,1,Potassium Laurate is a potassium salt of lauric acid.,LOW,LOW,LOW,LOW
I_2275,COCAMIDOPROPYL DIMETHYLAMINE,717988,2_5,2,5,Cocamidopropyl Dimethylamine is an amidoamine.,LOW,MODERATE,LOW,HIGH
I_2276,GLYCERYL OLEATE CITRATE,719280,1,1,1,Glyceryl Oleate Citrate is a reaction product of Glyceryl Oleate (q.v.) and Citric Acid (q.v.).,LOW,LOW,LOW,LOW
I_2277,PRUNUS SERRULATA FLOWER EXTRACT,723128,1,1,1,Prunus Serrulata Flower Extract is an extract of the flowers of Prunus serrulata.,LOW,LOW,LOW,LOW
I_2278,CURCUMA AROMATICA (TUMERIC) ROOT EXTRACT,726296,1,1,1,,LOW,LOW,LOW,LOW
I_2279,DIMETHYL MEA,702058,2_6,2,6,Dimethyl MEA is an amine.,LOW,MODERATE,LOW,HIGH
I_2280,FRENCH GREEN CLAY,702518,1,1,1,,LOW,LOW,LOW,LOW
I_2281,ROSE FLOWER OIL,705627,3,3,3,Rose Flower Oil is a volatile oil obtained from the flowers of Rosa spp.,LOW,HIGH,LOW,LOW
I_2282,COCOS NUCIFERA (COCONUT) SHELL POWDER,718028,1,1,1,Cocos Nucifera (Coconut) Shell Powder is a powder of the finely ground shells of CocosNucifera.,LOW,LOW,LOW,LOW
I_2283,LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,720163,1,1,1,Lactobacillus/Punica Granatum Fruit Ferment Extract is an extract of the product obtained bythe fermentation of the fruit of Punica granatum by the organism Lactobacillus.,LOW,LOW,LOW,LOW
I_2284,MADECASSIC ACID,720430,1,1,1,,LOW,LOW,LOW,LOW
I_2285,MYRTUS COMMUNIS LEAF EXTRACT,720876,1,1,1,Myrtus Communis Leaf Extract is an extract of the leaves of Myrtus communis.,LOW,LOW,LOW,LOW
I_2286,RAPHANUS SATIVUS (RADISH) SEED EXTRACT,723247,1,1,1,"Raphanus Sativus (Radish) Seed Extract is an extract of the seeds of the radish, Raphanussativus.",LOW,LOW,LOW,LOW
I_2287,BIS(GLYCIDOXYPHENYL)PROPANE/BISAMINOMETHYLNORBORNANE COPOLYMER,861883,1,1,1,,LOW,LOW,LOW,LOW
I_2288,CARNITINE,701124,1,1,1,,LOW,LOW,LOW,LOW
I_2289,TUSSILAGO FARFARA (COLTSFOOT) FLOWER EXTRACT,706753,1,1,1,"Tussilago Farfara (Coltsfoot) Flower Extract is an extract of the flowers of the coltsfoot, Tussilago farfara.",LOW,LOW,LOW,LOW
I_2290,C18-21 ALKANE,717263,1,1,1,C18-21 Alkane is a mixture of alkanes with 18 to 21 carbons in the alkyl chain.,LOW,LOW,LOW,LOW
I_2291,CURCUMIN,718157,1,1,1,Curcumin is a material extracted from the roots of Curcumina longa.,LOW,LOW,LOW,LOW
I_2292,POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE,705033,1,1,1,,LOW,LOW,LOW,LOW
I_2293,QUATERNIUM-26,705485,5,5,5,Quaternium-26 is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_2294,PENTAERYTHRITYL ADIPATE/CAPRATE/CAPRYLATE/HEPTANOATE,722069,1,1,1,"Pentaerythrityl Adipate/Caprate/Caprylate/Heptanoate is a mixed ester of pentaerythritol andadipic, capric, caprylic and heptanoic acids.",LOW,LOW,LOW,LOW
I_2295,RICE AMINO ACIDS,723298,1,1,1,Rice Amino Acids is a mixture of amino acids derived from the complete hydrolysis of riceprotein.,LOW,LOW,LOW,LOW
I_2296,DMAE BITARTRATE,862069,1,1,1,,LOW,LOW,LOW,LOW
I_2297,ASIATIC ACID,716796,1,1,1,,LOW,LOW,LOW,LOW
I_2298,HYDROXYPROPYLAMMONIUM GLUCONATE,862867,1,1,1,,LOW,LOW,LOW,LOW
I_2299,PANAX GINSENG (GINSENG) EXTRACT,704428,1,1,1,,LOW,LOW,LOW,LOW
I_2300,SODIUM BISULFITE,723617,2_3,2,3,Sodium Bisulfite is an inorganic salt.,LOW,LOW,LOW,MODERATE
I_2301,ALPHA-ARBUTIN,716533,1,1,1,,LOW,LOW,LOW,LOW
I_2302,GEOGARD ULTRA,732153,1,1,1,GLUCOONOLACTONE AND SODIUM BENZOATE,LOW,LOW,LOW,LOW
I_2303,CORN STARCH/MALTODEXTRIN CROSSPOLYMER,862855,1,1,1,,LOW,LOW,LOW,LOW
I_2304,ARGININE PCA,700508,1,1,1,Arginine PCA is an arginine salt of PCA (q.v.).,LOW,LOW,LOW,LOW
I_2305,CAPRIC CAPRYLIC CAPRATE,701050,1,1,1,,LOW,LOW,LOW,LOW
I_2306,POLYGLYCERYL-2 TETRAISOSTEARATE,705023,1,1,1,Polyglyceryl-2 Tetraisostearate is a tetraester of isostearic acid and a dimer of glycerin.,LOW,LOW,LOW,LOW
I_2307,JASMINUM SAMBAC (JASMINE) EXTRACT,732107,2,2,2,,LOW,MODERATE,LOW,LOW
I_2308,HEXYLRESORCINOL,719502,1,1,1,"Hexylresorcinol is an organic compound. In the United States, Hexylresorcinol may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name is Hexylresorcinol.",LOW,LOW,LOW,LOW
I_2309,ARCTIUM LAPPA (BURDOCK) ROOT,725258,1,1,1,,LOW,LOW,LOW,LOW
I_2310,VANCCINIUM CORYBOSUM (BLUEBERRY) EXTRACT,726790,1,1,1,,LOW,LOW,LOW,LOW
I_2311,ALGAE LEAF,700230,1,1,1,,LOW,LOW,LOW,LOW
I_2312,BROWN SUGAR,700833,1,1,1,,LOW,LOW,LOW,LOW
I_2313,CALCIUM LACTATE,700967,1_4,1,4,Calcium Lactate is a calcium salt of lactic acid.,LOW,LOW,LOW,HIGH
I_2314,HYDROGENATED DECYL OLIVE ESTERS,702923,1,1,1,Hydrogenated Decyl Olive Esters is a complex mixture of esters produced by the reaction ofdecyl alcohol and Hydrogenated Olive Oil (q.v.).,LOW,LOW,LOW,LOW
I_2315,PANTHENYL HYDROXYPROPYL STEARDIMONIUM CHLORIDE,704438,4,4,4,Panthenyl Hydroxypropyl Steardimonium Chloride is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_2316,CITRUS AUSTRALASICA FRUIT EXTRACT,862482,1,1,1,,LOW,LOW,LOW,LOW
I_2317,HYDROLYZED LINSEED EXTRACT,702998,1,1,1,"Hydrolyzed Linseed Extract is a hydrolysate of Linum Usitatissimum (Linseed) Extract (q.v.)derived by acid, enzyme or other method of hydrolysis.",LOW,LOW,LOW,LOW
I_2318,SACCHARIDE HYDROLYSATE,705711,1,1,1,"Saccharide Hydrolysate is an invert sugar derived by the hydrolysis of sucrose by acid, enzyme, or other method of hydrolysis. It is characterized by a content of fructose and glucose.",LOW,LOW,LOW,LOW
I_2319,BASIC BLUE 9,716868,5,5,5,Basic Blue 9 is a thiazine color.,MODERATE,LOW,LOW,HIGH
I_2320,PHELLINUS LINTEUS EXTRACT,722150,1,1,1,"Phellinus Linteus Extract is an extract of the mushroom, Phellinus linteus.",LOW,LOW,LOW,LOW
I_2321,ISOSORBIDE DICAPRYLATE,729695,1,1,1,,LOW,LOW,LOW,LOW
I_2322,MINOXIDIL,703982,3,3,3,,LOW,LOW,LOW,HIGH
I_2323,PEG-20 GLYCERYL TRIISOSTEARATE,704554,3,3,3,PEG-20 Glyceryl Triisostearate is a triester of Isostearic Acid (q.v.) and a polyethylene glycolether of glycerin.,LOW,LOW,LOW,LOW
I_2324,POLYGLYCERYL-3 OLEATE,705032,1,1,1,Polyglyceryl-3 Oleate is an ester of oleic acid and Polyglycerin-3 (q.v.).,LOW,LOW,LOW,LOW
I_2325,AGAVE RIGIDA (SISAL) EXTRACT,716442,1,1,1,"Agave Rigida (Sisal) Extract is an extract of the sisal, Agave rigida.",LOW,LOW,LOW,LOW
I_2326,Aronia Melanocarpa (Black Chokeberry) FRUIT EXTRACT,861876,1,1,1,,LOW,LOW,LOW,LOW
I_2327,TRIDECYL SALICYLATE,706634,1,1,1,Tridecyl Salicylate is an ester of Tridecyl Alcohol (q.v.) and Salicylic Acid (q.v.).,LOW,LOW,LOW,LOW
I_2328,HYDROLYZED BARLEY PROTEIN,719661,1,1,1,"Hydrolyzed Barley Protein is a hydrolysate of barley protein derived by acid, enzyme or othermethod of hydrolysis.",LOW,LOW,LOW,LOW
I_2329,PEG-30 GLYCERYL STEARATE,721660,3,3,3,PEG-30 Glyceryl Stearate is a polyethylene glycol ether of Glyceryl Stearate (q.v.).,LOW,LOW,LOW,LOW
I_2330,SODIUM DILAURAMIDOGLUTAMIDE LYSINE,862181,1,1,1,,LOW,LOW,LOW,LOW
I_2331,ALLYL STEARATE/ VA COPOLYMER,700258,1,1,1,Allyl Stearate/VA Copolymer is a copolymer of allyl stearate and vinyl acetate monomers.,LOW,LOW,LOW,LOW
I_2332,BIS-PEG-15 DIMETHICONE/ IPDI COPOLYMER,700764,3,3,3,Bis-PEG-15 Dimethicone/IPDI Copolymer is a copolymer of dimethicone end-blocked with 15moles of ethylene oxide and isophorone diisocyanate monomers.,LOW,LOW,LOW,LOW
I_2333,ISODECYL ISONONANOATE,703175,1,1,1,Isodecyl Isononanoate is an ester of branched chain decyl alcohols and a branched chainnonanoic acid.,LOW,LOW,LOW,LOW
I_2334,GARCINIA MANGOSTANA PEEL EXTRACT,719160,1,1,1,Garcinia Mangostana Peel Extract is an extract of the peel of Garcinia mangostana.,LOW,LOW,LOW,LOW
I_2335,MALVA SYLVESTRIS (MALLOW) FLOWER EXTRACT,720494,1,1,1,Malva Sylvestris (Mallow) Flower Extract is an extract of the flowers of Malva sylvestris.,LOW,LOW,LOW,LOW
I_2336,METHYL PERFLUOROBUTYL ETHER,720675,10,10,10,,MODERATE,HIGH,HIGH,HIGH
I_2337,SESAMUM INDICUM (SESAME) SEED POWDER,723531,1,1,1,Sesamum Indicum (Sesame) Seed Powder is a powder obtained from the ground seeds of Sesamum indicum.,LOW,LOW,LOW,LOW
I_2338,DI-C20-40 ALKYL DIMER DILINOLEATE,729283,1,1,1,,LOW,LOW,LOW,LOW
I_2339,PHYTOL,704849,1,1,1,,LOW,LOW,LOW,LOW
I_2340,PPG-5 LANOLIN WAX,705280,1,1,1,PPG-5 Lanolin Wax is a polypropylene glycol derivative of Lanolin Wax (q.v.) with an averagepropoxylation value of 5.,LOW,LOW,LOW,LOW
I_2341,BASIC VIOLET 10,716882,6,6,6,Basic Violet 10 is classed chemically as a xanthene color. The stearate of this color is Solvent Red 49:1 (q.v.).,MODERATE,LOW,LOW,HIGH
I_2342,UNSPECIFIED HERBS,706785,4,4,4,,LOW,LOW,LOW,LOW
I_2343,ANGELICA ARCHANGELICA,716705,1,1,1,,LOW,LOW,LOW,LOW
I_2344,BIDENS PILOSA EXTRACT,716972,1,1,1,"Bidens Pilosa Extract is an extract of the herb, Bidens pilosa.",LOW,LOW,LOW,LOW
I_2345,MILK PROTEIN,703967,1,1,1,Milk Protein is a mixture of proteins obtained from cow's milk.,LOW,LOW,LOW,LOW
I_2346,ACRYLOYLDIMETHYLTAURATE/ VP COPOLYMER,700169,1,1,1,,LOW,LOW,LOW,LOW
